Country,region,income,population,land_area_skm,pop_density,pop_largest_city,gdp_capita,life_expectancy,hospital_bed,urban_pop,pop_age_65,death_crude,unemployment,tuberculosis,gdp_per_capita_growth,import_goods,pop_slum,remittances,specialists,nurse,physicians
Greenland,Europe & Central Asia,High income,56025,410450,0.136496528200755,NA,71.2463414634146,49310.0067114908,NA,86.816,NA,498.6225,NA,56.025,3.48701139115857,45.0191491349158,NA,NA,NA,NA,NA
Grenada,Latin America & Caribbean ,Upper middle income,111454,340,327.805882352941,NA,72.388,9096.32995901451,412.37980000000005,36.272,9.62190679562869,1065.834602,NA,2.3405340000000003,3.63508314606946,55.1720799500312,NA,48455938.3565319,13.9986224,350.48939379999996,161.2850834
Guam,East Asia & Pacific,High income,165768,540,306.977777777778,NA,79.631,31477.266910582,NA,94.78,9.84991071859466,856.357488,5.61199998855591,81.22632,-1.16298305304063,53.6824324324324,NA,NA,NA,NA,NA
Guatemala,Latin America & Caribbean ,Upper middle income,17247807,107160,160.953779395297,2851104,73.81,3159.96747721481,10348.6842,51.054,4.81207250828785,82134.05693399998,2.72699999809265,4484.42982,1.15441380050436,27.6848354752307,34.5,9437674500,586.425438,16333.673228999998,6122.971484999999
Guinea,Sub-Saharan Africa ,Low income,12414318,245720,50.5222122741332,1843121,60.706,896.828042811022,3724.2954,36.14,2.92602244847935,108190.78137000001,3.60700011253357,21849.19968,3.19829412987171,53.0245859191977,43.3,28430000,NA,4772.0638392,978.2482583999999
Guinea-Bissau,Sub-Saharan Africa ,Low income,1874309,28120,66.6539473684211,558399,57.673,622.079825379886,1874.309,43.36,2.82371633615269,18377.599745,4.05700016021729,6766.25549,1.24347414723864,32.4552944897155,82.3,127921034.93292,NA,2624.0325999999995,374.8618000000001
Guyana,Latin America & Caribbean ,Upper middle income,779004,196850,3.95734823469647,NA,69.624,3992.22625949241,1246.4064,26.606,6.45027124309697,5737.36446,12.1510000228882,646.57332,3.59447101901753,47.1231768121411,33.1,333692746.046296,68.39655119999999,1043.7095592,622.424196
Haiti,Latin America & Caribbean ,Low income,11123176,27560,403.59854862119,2636763,63.29,730.296713024986,7786.223199999999,55.278,4.94940384843253,96081.994288,13.5260000228882,19576.78976,0.199179706745653,58.4729311903517,74.4,3142260452.55403,654.0427487999999,7568.2089504000005,2608.384772
Honduras,Latin America & Caribbean ,Lower middle income,9587522,111890,85.6870319063366,1363041,74.898,2219.31966487966,6711.265399999999,57.096,4.69061765907812,42453.547416,4.07600021362305,3547.38314,2.03037523829596,60.3559049549425,27.5,4776545983.26965,1311.5730096,8451.400642999999,3014.3169168000004
Hong Kong,East Asia & Pacific,High income,7451000,1050,7096.19047619048,7428887,84.6804878048781,38781.7854279926,NA,100,16.8750483265122,46941.3,2.77800011634827,4992.17,2.18271353755111,188.220901106377,NA,424573814.619567,2074.3584,NA,NA
Hungary,Europe & Central Asia,High income,9768785,90530,107.906605545123,1759497,76.0634146341464,16647.7472023211,68381.495,71.351,19.1577253832321,131878.5975,3.66300010681152,625.20224,5.30035453797181,80.5650745438455,NA,4234529334.65724,5440.236366499999,64889.1543625,31564.898092
Iceland,Europe & Central Asia,High income,353574,100250,3.52692269326683,NA,82.2048780487805,52103.1703035501,1131.4368,93.813,14.7950925565689,2298.231,2.91799998283386,9.546498,1.60130798235352,44.1312252976555,NA,168887014.120988,359.1251118,5544.2524644,1403.7241373999998
India,South Asia,Lower middle income,1352617328,2973190,454.938072575247,28513682,69.165,2100.80078047205,946832.1295999999,34.03,6.17995564947149,9752370.93488,2.55100011825562,2691708.48272,5.70911688548563,23.6396344113843,24,78790170928.6742,92248.50176960001,2850099.9718288,1051795.2342528
Indonesia,East Asia & Pacific,Lower middle income,267663435,1811570,147.75219008926,10516927,71.282,4284.65253543916,321196.122,55.325,5.85716561272863,1721878.877355,4.30000019073486,845816.4546,3.98560422637033,22.0559700304026,21.8,11215344812.1521,NA,550931.6482604999,101096.47939949999
Iran,Middle East & North Africa,Upper middle income,80673951,1628760,49.5309014219406,8780950,76.271,6952.44358365352,121010.9265,74.394,6.03870523995975,390058.55308499996,12.1000003814697,11294.35314,2.32769419892394,23.8384608001943,NA,1330000000,4049.8323401999996,150860.28837,91968.30414
Iraq,Middle East & North Africa,Upper middle income,38433600,434128.0078125,88.5305700354617,6811955,70.294,5477.69614815968,53807.04,70.473,3.32359966279505,185480.55359999998,7.92799997329712,16142.112,-2.84164269387304,35.9484339574529,47.2,741700000,2936.32704,64564.60464,31580.88912
Ireland,Europe & Central Asia,High income,4853506,68890,70.452983016403,1201426,81.9560975609756,76880.8076965505,13589.816799999999,63.17,13.8658017012923,30577.0878,5.69099998474121,339.74542,7.14204113178181,89.1849891528727,NA,623629069.001833,3493.0682682,69380.38291940001,14978.404866600002
Isle of Man,Europe & Central Asia,High income,83598,570,146.663157894737,NA,NA,90190.7520492508,132.44258792350914,52.458,NA,NA,NA,NA,3.21458886576234,NA,NA,NA,43.805352,190.018254,121.13350200000001
Israel,Middle East & North Africa,High income,8883800,21640,410.526802218115,4010977,82.6024390243903,34745.7666176869,27539.78,92.418,11.9769860249625,45307.38,3.95000004768372,355.352,1.46819448325439,29.0185324309142,NA,939600000,6715.26442,46234.84872,28584.51488
Italy,Europe & Central Asia,High income,60431283,294140,205.450747943156,4209710,83.2439024390244,35431.8565490753,205466.36219999997,70.438,22.7516796025077,646614.7281,10.2049999237061,4230.18981,0.950146897238895,28.9543448380087,NA,9949656789.49635,86054.14699200001,354689.3293119,247351.2844473
Jamaica,Latin America & Caribbean ,Upper middle income,2934855,10830,270.993074792244,589083,74.267,4855.26207081811,4989.2535,55.674,8.79664255070196,22181.63409,9.44499969482422,85.110795,1.45452492809596,51.0685283261114,NA,2501614918.92378,328.70376,3344.8542435,3873.7151145000003
Japan,East Asia & Pacific,High income,126529100,364560,347.073458415624,37468302,84.099756097561,48919.798941967,1695489.94,91.616,27.576369910355,1366514.28,2.4449999332428,17714.074,0.992931322487863,18.1928640768829,NA,4365520652.79914,47271.27176,1457412.78544,305162.88338
Jordan,Middle East & North Africa,Upper middle income,9956011,88780,112.14249831043,2064582,74.292,3266.74698529318,13938.415399999998,90.979,3.84649039799834,38260.950273,15.0249996185303,497.80055,0.129635568275077,54.5586978750823,12.9,4470140845.07043,2438.2270939,33736.938874600004,23332.9073796
Kazakhstan,Europe & Central Asia,Upper middle income,18276499,2699700,6.76982590658221,1829005,72.95,11165.5443580599,122452.54329999999,57.428,7.39184627103032,130676.96785000002,4.88500022888184,12428.01932,2.74027217125541,25.2912504856636,NA,618039381.045251,13369.2590185,155149.200011,59438.8300478
Kenya,Sub-Saharan Africa ,Lower middle income,51393010,569140,90.2994166637383,4385853,65.909,1202.13302276731,71950.214,27.03,2.33918661191556,286875.78182,9.3129997253418,150067.5892,3.89615298102062,23.0051779768841,56,2718738698.35364,1207.735735,79253.16072100001,10216.930388
Kiribati,East Asia & Pacific,Lower middle income,115847,810,143.020987654321,NA,67.851,1762.30586135033,220.1093,54.057,3.95262717204589,740.957412,NA,404.30603,0.513904298601034,92.0147851405208,NA,17960000,9.499453999999998,559.3904089,23.4937716
South Korea,East Asia & Pacific,High income,51635256,97489.00390625,529.652103632681,9963497,82.6268292682927,26761.9413808055,593805.444,81.459,14.4185558323969,289157.4336,3.79500007629395,34079.26896,2.3321730201375,38.9937736107049,NA,7125100000,25626.5775528,360078.457716,122174.1792216
Kuwait,Middle East & North Africa,High income,4137309,17820,232.172222222222,2989270,75.311,33112.1304072421,8274.618,100,2.55047238400198,10761.140709000001,2.07599997520447,951.58107,-0.741360738908625,43.7670247605056,NA,27716388.9948714,NA,28834.5613446,10669.7061801
Kyrgyzstan,Europe & Central Asia,Lower middle income,6315800,191800,32.9290928050052,996319,71.2,1087.20406151981,28421.1,36.351,4.49472797559656,34105.32,7.17000007629395,7326.328,1.5728332119447,68.3891768514591,NA,2688570122.3895,3161.68948,40609.96242,11848.440799999998
Laos,East Asia & Pacific,Lower middle income,7061507,230800,30.5957842287695,664754,67.277,1785.57679801882,10592.2605,35.004,4.0751499644481,45956.287556,0.609000027179718,11439.64134,4.61588222048862,41.8824634642904,31.4,238674068.190444,259.8634576,6889.2062292,3528.6350479
