Country,region,income,population,land_area_skm,pop_density,pop_largest_city,gdp_capita,life_expectancy,hospital_bed,province_state,Lat,Long,Date,confirmed_cases,Population,Region,Continent,death_cases,recovered_cases
Afghanistan,South Asia,Low income,37172386,652860,56.937760009803,4011770,64.13,563.825662667794,0.5,Afghanistan,33,65,2020-03-14,11,32225560,Southern Asia,Asia,0,0
Afghanistan,South Asia,Low income,37172386,652860,56.937760009803,4011770,64.13,563.825662667794,0.5,Afghanistan,33,65,2020-03-15,16,32225560,Southern Asia,Asia,0,0
Afghanistan,South Asia,Low income,37172386,652860,56.937760009803,4011770,64.13,563.825662667794,0.5,Afghanistan,33,65,2020-03-16,21,32225560,Southern Asia,Asia,0,1
Afghanistan,South Asia,Low income,37172386,652860,56.937760009803,4011770,64.13,563.825662667794,0.5,Afghanistan,33,65,2020-03-17,22,32225560,Southern Asia,Asia,0,1
Afghanistan,South Asia,Low income,37172386,652860,56.937760009803,4011770,64.13,563.825662667794,0.5,Afghanistan,33,65,2020-03-18,22,32225560,Southern Asia,Asia,0,1
Afghanistan,South Asia,Low income,37172386,652860,56.937760009803,4011770,64.13,563.825662667794,0.5,Afghanistan,33,65,2020-03-19,22,32225560,Southern Asia,Asia,0,1
Afghanistan,South Asia,Low income,37172386,652860,56.937760009803,4011770,64.13,563.825662667794,0.5,Afghanistan,33,65,2020-03-20,24,32225560,Southern Asia,Asia,0,1
Afghanistan,South Asia,Low income,37172386,652860,56.937760009803,4011770,64.13,563.825662667794,0.5,Afghanistan,33,65,2020-03-21,24,32225560,Southern Asia,Asia,0,1
Afghanistan,South Asia,Low income,37172386,652860,56.937760009803,4011770,64.13,563.825662667794,0.5,Afghanistan,33,65,2020-03-22,40,32225560,Southern Asia,Asia,1,1
Afghanistan,South Asia,Low income,37172386,652860,56.937760009803,4011770,64.13,563.825662667794,0.5,Afghanistan,33,65,2020-03-23,40,32225560,Southern Asia,Asia,1,1
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-01-22,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-01-23,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-01-24,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-01-25,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-01-26,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-01-27,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-01-28,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-01-29,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-01-30,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-01-31,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-01,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-02,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-03,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-04,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-05,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-06,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-07,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-08,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-09,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-10,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-11,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-12,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-13,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-14,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-15,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-16,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-17,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-18,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-19,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-20,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-21,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-22,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-23,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-24,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-25,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-26,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-27,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-28,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-02-29,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-01,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-02,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-03,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-04,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-05,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-06,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-07,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-08,0,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-09,2,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-10,10,2862427,Southern Europe,Europe,0,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-11,12,2862427,Southern Europe,Europe,1,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-12,23,2862427,Southern Europe,Europe,1,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-13,33,2862427,Southern Europe,Europe,1,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-14,38,2862427,Southern Europe,Europe,1,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-15,42,2862427,Southern Europe,Europe,1,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-16,51,2862427,Southern Europe,Europe,1,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-17,55,2862427,Southern Europe,Europe,1,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-18,59,2862427,Southern Europe,Europe,2,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-19,64,2862427,Southern Europe,Europe,2,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-20,70,2862427,Southern Europe,Europe,2,0
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-21,76,2862427,Southern Europe,Europe,2,2
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-22,89,2862427,Southern Europe,Europe,2,2
Albania,Europe & Central Asia,Upper middle income,2866376,27400,104.612262773723,475577,78.333,5079.40111990631,2.9,Albania,41.1533,20.1683,2020-03-23,89,2862427,Southern Europe,Europe,2,2
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-01-22,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-01-23,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-01-24,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-01-25,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-01-26,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-01-27,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-01-28,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-01-29,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-01-30,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-01-31,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-02-01,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-02-02,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-02-03,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-02-04,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-02-05,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-02-06,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-02-07,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-02-08,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-02-09,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-02-10,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-02-11,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-02-12,0,43000000,Northern Africa,Africa,0,0
Algeria,Middle East & North Africa,Upper middle income,42228429,2381740,17.7300750711665,2693542,76.499,4764.37563637977,1.9,Algeria,28.0339,1.6596,2020-02-13,0,43000000,Northern Africa,Africa,0,0
